"geno","row_number","col_number","colgroup","rowgroup","rc.group","env","pool","status","rytha","rn","cn","check","geno.cod","check.cod"
"NASPOT_11",42,1,"1","5","1_5","OT1RWE22","B","Parent",10.4074074074074,"42","1","Candidate","NASPOT_11",NA
"UGP202000102-21",42,2,"1","5","1_5","OT1RWE22","A","Regular",15.5555555555556,"42","2","Candidate","UGP202000102-21",NA
"UGP202000271-4",42,3,"1","5","1_5","OT1RWE22","B","Regular",NA,"42","3","Candidate","UGP202000271-4",NA
"UGP202000263-2",42,4,"1","5","1_5","OT1RWE22","A","Regular",NA,"42","4","Candidate","UGP202000263-2",NA
"UGP202000112-6",42,5,"1","5","1_5","OT1RWE22","A","Regular",27.3333333333333,"42","5","Candidate","UGP202000112-6",NA
"UGP202000107-13",42,6,"1","5","1_5","OT1RWE22","A","Regular",39.9259259259259,"42","6","Candidate","UGP202000107-13",NA
"UGP202000199-4",42,7,"1","5","1_5","OT1RWE22","B","Regular",34,"42","7","Candidate","UGP202000199-4",NA
"UGP202000080-6",42,8,"1","5","1_5","OT1RWE22","A","Regular",33.4074074074074,"42","8","Candidate","UGP202000080-6",NA
"UGP202000183-13",42,9,"1","5","1_5","OT1RWE22","B","Regular",26.2962962962963,"42","9","Candidate","UGP202000183-13",NA
"NAROSPOT1",42,10,"1","5","1_5","OT1RWE22","C","Check",7.74074074074074,"42","10","Check",NA,"NAROSPOT1"
"UGP202000249-18",42,11,"2","5","2_5","OT1RWE22","B","Regular",4.74074074074074,"42","11","Candidate","UGP202000249-18",NA
"UGP202000121-12",42,12,"2","5","2_5","OT1RWE22","A","Regular",33.1111111111111,"42","12","Candidate","UGP202000121-12",NA
"UGP202000239-14",42,13,"2","5","2_5","OT1RWE22","B","Regular",4.81481481481481,"42","13","Candidate","UGP202000239-14",NA
"UGP202000241-1",42,14,"2","5","2_5","OT1RWE22","B","Regular",NA,"42","14","Candidate","UGP202000241-1",NA
"UGP202000256-14",42,15,"2","5","2_5","OT1RWE22","A","Regular",27.5185185185185,"42","15","Candidate","UGP202000256-14",NA
"UGP202000159-7",42,16,"2","5","2_5","OT1RWE22","B","Regular",2.59259259259259,"42","16","Candidate","UGP202000159-7",NA
"Jewel",42,17,"2","5","2_5","OT1RWE22","B","Parent",NA,"42","17","Candidate","Jewel",NA
"Carrot_C",42,18,"2","5","2_5","OT1RWE22","A","Parent",35,"42","18","Candidate","Carrot_C",NA
"UGP202000260-5",42,19,"2","5","2_5","OT1RWE22","A","Regular",28.4444444444444,"42","19","Candidate","UGP202000260-5",NA
"MPG1128",42,20,"2","5","2_5","OT1RWE22","A","Parent",24.4444444444444,"42","20","Candidate","MPG1128",NA
"UGP202000091-10",42,21,"3","5","3_5","OT1RWE22","A","Regular",5.22222222222222,"42","21","Candidate","UGP202000091-10",NA
"UGP202000170-17",42,22,"3","5","3_5","OT1RWE22","B","Regular",25.9259259259259,"42","22","Candidate","UGP202000170-17",NA
"UGP202000065-17",42,23,"3","5","3_5","OT1RWE22","A","Regular",71.2592592592593,"42","23","Candidate","UGP202000065-17",NA
"Raihna",42,24,"3","5","3_5","OT1RWE22","B","Parent",44.7407407407407,"42","24","Candidate","Raihna",NA
"UGP202000183-16",42,25,"3","5","3_5","OT1RWE22","B","Regular",29.9259259259259,"42","25","Candidate","UGP202000183-16",NA
"Beauregard",42,26,"3","5","3_5","OT1RWE22","C","Check",15.1111111111111,"42","26","Check",NA,"Beauregard"
"UGP202000180-13",42,27,"3","5","3_5","OT1RWE22","B","Regular",NA,"42","27","Candidate","UGP202000180-13",NA
"UGP202000100-7",42,28,"3","5","3_5","OT1RWE22","A","Regular",NA,"42","28","Candidate","UGP202000100-7",NA
"KML942",42,29,"3","5","3_5","OT1RWE22","B","Parent",2.40740740740741,"42","29","Candidate","KML942",NA
"UGP202000125-17",42,30,"3","5","3_5","OT1RWE22","A","Regular",15.5555555555556,"42","30","Candidate","UGP202000125-17",NA
"UGP202000099-5",43,1,"1","5","1_5","OT1RWE22","A","Regular",49.0740740740741,"43","1","Candidate","UGP202000099-5",NA
"UGP202000140-13",43,2,"1","5","1_5","OT1RWE22","B","Regular",59.0740740740741,"43","2","Candidate","UGP202000140-13",NA
"KML942",43,3,"1","5","1_5","OT1RWE22","B","Parent",9.11111111111111,"43","3","Candidate","KML942",NA
"KMI61",43,4,"1","5","1_5","OT1RWE22","A","Parent",29.8148148148148,"43","4","Candidate","KMI61",NA
"UGP202000143-12",43,5,"1","5","1_5","OT1RWE22","B","Regular",22.1481481481481,"43","5","Candidate","UGP202000143-12",NA
"UGP202000067-5",43,6,"1","5","1_5","OT1RWE22","A","Regular",75.9259259259259,"43","6","Candidate","UGP202000067-5",NA
"UGP202000167-10",43,7,"1","5","1_5","OT1RWE22","B","Regular",29.8148148148148,"43","7","Candidate","UGP202000167-10",NA
"UGP202000057-13",43,8,"1","5","1_5","OT1RWE22","A","Regular",37.4074074074074,"43","8","Candidate","UGP202000057-13",NA
"UGP202000037-21",43,9,"1","5","1_5","OT1RWE22","A","Regular",38.3703703703704,"43","9","Candidate","UGP202000037-21",NA
"UGP202000106-12",43,10,"1","5","1_5","OT1RWE22","A","Regular",15.9259259259259,"43","10","Candidate","UGP202000106-12",NA
"LUW1257",43,11,"2","5","2_5","OT1RWE22","B","Parent",55.1851851851852,"43","11","Candidate","LUW1257",NA
"UGP202000093-1",43,12,"2","5","2_5","OT1RWE22","A","Regular",1.77777777777778,"43","12","Candidate","UGP202000093-1",NA
"UGP202000020-7",43,13,"2","5","2_5","OT1RWE22","A","Regular",NA,"43","13","Candidate","UGP202000020-7",NA
"UGP202000181-16",43,14,"2","5","2_5","OT1RWE22","B","Regular",19.2592592592593,"43","14","Candidate","UGP202000181-16",NA
"UGP202000051-20",43,15,"2","5","2_5","OT1RWE22","A","Regular",22.7777777777778,"43","15","Candidate","UGP202000051-20",NA
"Ejumula",43,16,"2","5","2_5","OT1RWE22","A","Parent",24.2962962962963,"43","16","Candidate","Ejumula",NA
"UGP202000019-22",43,17,"2","5","2_5","OT1RWE22","A","Regular",12.3333333333333,"43","17","Candidate","UGP202000019-22",NA
"RAK819",43,18,"2","5","2_5","OT1RWE22","A","Parent",10.8148148148148,"43","18","Candidate","RAK819",NA
"UGP202000199-16",43,19,"2","5","2_5","OT1RWE22","B","Regular",32.7037037037037,"43","19","Candidate","UGP202000199-16",NA
"UGP202000272-7",43,20,"2","5","2_5","OT1RWE22","B","Regular",81.8148148148148,"43","20","Candidate","UGP202000272-7",NA
"UGP202000094-10",43,21,"3","5","3_5","OT1RWE22","A","Regular",9.44444444444444,"43","21","Candidate","UGP202000094-10",NA
"UGP202000126-18",43,22,"3","5","3_5","OT1RWE22","B","Regular",37.8518518518518,"43","22","Candidate","UGP202000126-18",NA
"Cemsa_74-228",43,23,"3","5","3_5","OT1RWE22","C","Check",20.4814814814815,"43","23","Check",NA,"Cemsa_74-228"
"UGP202000272-19",43,24,"3","5","3_5","OT1RWE22","B","Regular",50.5555555555556,"43","24","Candidate","UGP202000272-19",NA
"UGP202000141-5",43,25,"3","5","3_5","OT1RWE22","B","Regular",3.33333333333333,"43","25","Candidate","UGP202000141-5",NA
"UGP202000121-2",43,26,"3","5","3_5","OT1RWE22","A","Regular",13.8888888888889,"43","26","Candidate","UGP202000121-2",NA
"UGP202000050-13",43,27,"3","5","3_5","OT1RWE22","A","Regular",4.59259259259259,"43","27","Candidate","UGP202000050-13",NA
"UGP202000146-16",43,28,"3","5","3_5","OT1RWE22","B","Regular",61.4074074074074,"43","28","Candidate","UGP202000146-16",NA
"Tanzania",43,29,"3","5","3_5","OT1RWE22","C","Check",24.8148148148148,"43","29","Check",NA,"Tanzania"
"UGP202000157-1",43,30,"3","5","3_5","OT1RWE22","B","Regular",39.8148148148148,"43","30","Candidate","UGP202000157-1",NA
"UGP202000214-10",44,1,"1","5","1_5","OT1RWE22","B","Regular",35.5555555555556,"44","1","Candidate","UGP202000214-10",NA
"UGP202000179-4",44,2,"1","5","1_5","OT1RWE22","B","Regular",40.4814814814815,"44","2","Candidate","UGP202000179-4",NA
"UGP202000269-8",44,3,"1","5","1_5","OT1RWE22","B","Regular",36.1481481481481,"44","3","Candidate","UGP202000269-8",NA
"UGP202000120-4",44,4,"1","5","1_5","OT1RWE22","A","Regular",50.7407407407407,"44","4","Candidate","UGP202000120-4",NA
"Beauregard",44,5,"1","5","1_5","OT1RWE22","C","Check",NA,"44","5","Check",NA,"Beauregard"
"UGP202000180-12",44,6,"1","5","1_5","OT1RWE22","B","Regular",82,"44","6","Candidate","UGP202000180-12",NA
"ARA209",44,7,"1","5","1_5","OT1RWE22","B","Parent",30.3333333333333,"44","7","Candidate","ARA209",NA
"UGP202000268-15",44,8,"1","5","1_5","OT1RWE22","B","Regular",12.4074074074074,"44","8","Candidate","UGP202000268-15",NA
"UGP202000232-1",44,9,"1","5","1_5","OT1RWE22","B","Regular",41.4814814814815,"44","9","Candidate","UGP202000232-1",NA
"RAK819",44,10,"1","5","1_5","OT1RWE22","A","Parent",NA,"44","10","Candidate","RAK819",NA
"UGP202000234-13",44,11,"2","5","2_5","OT1RWE22","B","Regular",18.5555555555556,"44","11","Candidate","UGP202000234-13",NA
"UGP202000095-18",44,12,"2","5","2_5","OT1RWE22","A","Regular",20,"44","12","Candidate","UGP202000095-18",NA
"UGP202000140-7",44,13,"2","5","2_5","OT1RWE22","B","Regular",27.7777777777778,"44","13","Candidate","UGP202000140-7",NA
"UGP202000179-7",44,14,"2","5","2_5","OT1RWE22","B","Regular",20.7777777777778,"44","14","Candidate","UGP202000179-7",NA
"NASPOT_8",44,15,"2","5","2_5","OT1RWE22","C","Check",31.4444444444444,"44","15","Check",NA,"NASPOT_8"
"UGP202000097-10",44,16,"2","5","2_5","OT1RWE22","A","Regular",2.03703703703704,"44","16","Candidate","UGP202000097-10",NA
"UGP202000183-8",44,17,"2","5","2_5","OT1RWE22","B","Regular",2.14814814814815,"44","17","Candidate","UGP202000183-8",NA
"Tanzania",44,18,"2","5","2_5","OT1RWE22","C","Check",28.1481481481481,"44","18","Check",NA,"Tanzania"
"UGP202000108-12",44,19,"2","5","2_5","OT1RWE22","A","Regular",22.2222222222222,"44","19","Candidate","UGP202000108-12",NA
"UGP202000009-18",44,20,"2","5","2_5","OT1RWE22","A","Regular",18.5185185185185,"44","20","Candidate","UGP202000009-18",NA
"UGP202000271-5",44,21,"3","5","3_5","OT1RWE22","B","Regular",5.37037037037037,"44","21","Candidate","UGP202000271-5",NA
"SRT43",44,22,"3","5","3_5","OT1RWE22","B","Parent",39.8888888888889,"44","22","Candidate","SRT43",NA
"UGP202000103-5",44,23,"3","5","3_5","OT1RWE22","A","Regular",18.4814814814815,"44","23","Candidate","UGP202000103-5",NA
"UGP202000023-8",44,24,"3","5","3_5","OT1RWE22","A","Regular",NA,"44","24","Candidate","UGP202000023-8",NA
"UGP202000138-14",44,25,"3","5","3_5","OT1RWE22","B","Regular",25.5185185185185,"44","25","Candidate","UGP202000138-14",NA
"UGP202000080-3",44,26,"3","5","3_5","OT1RWE22","A","Regular",NA,"44","26","Candidate","UGP202000080-3",NA
"UGP202000171-1",44,27,"3","5","3_5","OT1RWE22","B","Regular",35.9259259259259,"44","27","Candidate","UGP202000171-1",NA
"Resisto",44,28,"3","5","3_5","OT1RWE22","B","Parent",15.9259259259259,"44","28","Candidate","Resisto",NA
"UGP202000064-9",44,29,"3","5","3_5","OT1RWE22","A","Regular",42.7777777777778,"44","29","Candidate","UGP202000064-9",NA
"UGP202000124-5",44,30,"3","5","3_5","OT1RWE22","A","Regular",9.96296296296296,"44","30","Candidate","UGP202000124-5",NA
"Mayai",45,1,"1","5","1_5","OT1RWE22","A","Parent",42.2222222222222,"45","1","Candidate","Mayai",NA
"UGP202000180-5",45,2,"1","5","1_5","OT1RWE22","B","Regular",55.3703703703704,"45","2","Candidate","UGP202000180-5",NA
"UGP202000103-10",45,3,"1","5","1_5","OT1RWE22","A","Regular",NA,"45","3","Candidate","UGP202000103-10",NA
"UGP202000142-16",45,4,"1","5","1_5","OT1RWE22","B","Regular",NA,"45","4","Candidate","UGP202000142-16",NA
"UGP202000200-15",45,5,"1","5","1_5","OT1RWE22","B","Regular",NA,"45","5","Candidate","UGP202000200-15",NA
"UGP202000146-4",45,6,"1","5","1_5","OT1RWE22","B","Regular",NA,"45","6","Candidate","UGP202000146-4",NA
"UGP202000204-3",45,7,"1","5","1_5","OT1RWE22","B","Regular",13.962962962963,"45","7","Candidate","UGP202000204-3",NA
"New_Kawogo",45,8,"1","5","1_5","OT1RWE22","C","Check",32.7777777777778,"45","8","Check",NA,"New_Kawogo"
"UGP202000022-17",45,9,"1","5","1_5","OT1RWE22","A","Regular",10.9259259259259,"45","9","Candidate","UGP202000022-17",NA
"UGP202000158-5",45,10,"1","5","1_5","OT1RWE22","B","Regular",7.59259259259259,"45","10","Candidate","UGP202000158-5",NA
"UGP202000136-11",45,11,"2","5","2_5","OT1RWE22","B","Regular",35.8888888888889,"45","11","Candidate","UGP202000136-11",NA
"KML942",45,12,"2","5","2_5","OT1RWE22","B","Parent",31.2962962962963,"45","12","Candidate","KML942",NA
"UGP202000101-9",45,13,"2","5","2_5","OT1RWE22","A","Regular",17.7407407407407,"45","13","Candidate","UGP202000101-9",NA
"MLE199",45,14,"2","5","2_5","OT1RWE22","B","Parent",20.4444444444444,"45","14","Candidate","MLE199",NA
"UGP202000062-16",45,15,"2","5","2_5","OT1RWE22","A","Regular",30.5555555555556,"45","15","Candidate","UGP202000062-16",NA
"UGP202000066-8",45,16,"2","5","2_5","OT1RWE22","A","Regular",39.1851851851852,"45","16","Candidate","UGP202000066-8",NA
"UGP202000012-10",45,17,"2","5","2_5","OT1RWE22","A","Regular",NA,"45","17","Candidate","UGP202000012-10",NA
"UGP202000100-13",45,18,"2","5","2_5","OT1RWE22","A","Regular",5.18518518518519,"45","18","Candidate","UGP202000100-13",NA
"UGP202000105-13",45,19,"2","5","2_5","OT1RWE22","A","Regular",34.6296296296296,"45","19","Candidate","UGP202000105-13",NA
"UGP202000062-17",45,20,"2","5","2_5","OT1RWE22","A","Regular",50.8148148148148,"45","20","Candidate","UGP202000062-17",NA
"UGP202000010-8",45,21,"3","5","3_5","OT1RWE22","A","Regular",43.8888888888889,"45","21","Candidate","UGP202000010-8",NA
"UGP202000187-19",45,22,"3","5","3_5","OT1RWE22","B","Regular",8.25925925925926,"45","22","Candidate","UGP202000187-19",NA
"UGP202000157-3",45,23,"3","5","3_5","OT1RWE22","B","Regular",58.2222222222222,"45","23","Candidate","UGP202000157-3",NA
"NASPOT_8",45,24,"3","5","3_5","OT1RWE22","C","Check",25.5555555555556,"45","24","Check",NA,"NASPOT_8"
"ARA209",45,25,"3","5","3_5","OT1RWE22","B","Parent",64.2592592592593,"45","25","Candidate","ARA209",NA
"UGP202000274-3",45,26,"3","5","3_5","OT1RWE22","B","Regular",28.6666666666667,"45","26","Candidate","UGP202000274-3",NA
"UGP202000164-13",45,27,"3","5","3_5","OT1RWE22","B","Regular",53.962962962963,"45","27","Candidate","UGP202000164-13",NA
"UGP202000027-5",45,28,"3","5","3_5","OT1RWE22","A","Regular",40.5925925925926,"45","28","Candidate","UGP202000027-5",NA
"UGP202000268-8",45,29,"3","5","3_5","OT1RWE22","B","Regular",7.11111111111111,"45","29","Candidate","UGP202000268-8",NA
"UGP202000248-2",45,30,"3","5","3_5","OT1RWE22","B","Regular",11.962962962963,"45","30","Candidate","UGP202000248-2",NA
"UGP202000125-13",46,1,"1","5","1_5","OT1RWE22","A","Regular",85.5555555555555,"46","1","Candidate","UGP202000125-13",NA
"NASPOT_8",46,2,"1","5","1_5","OT1RWE22","C","Check",8.96296296296296,"46","2","Check",NA,"NASPOT_8"
"Cemsa_74-228",46,3,"1","5","1_5","OT1RWE22","C","Check",28.5185185185185,"46","3","Check",NA,"Cemsa_74-228"
"UGP202000155-10",46,4,"1","5","1_5","OT1RWE22","B","Regular",44.4444444444444,"46","4","Candidate","UGP202000155-10",NA
"KBL648",46,5,"1","5","1_5","OT1RWE22","A","Parent",56.5555555555556,"46","5","Candidate","KBL648",NA
"UGP202000101-6",46,6,"1","5","1_5","OT1RWE22","A","Regular",82,"46","6","Candidate","UGP202000101-6",NA
"MBR536",46,7,"1","5","1_5","OT1RWE22","B","Parent",49.3703703703704,"46","7","Candidate","MBR536",NA
"UGP202000043-14",46,8,"1","5","1_5","OT1RWE22","A","Regular",6.85185185185185,"46","8","Candidate","UGP202000043-14",NA
"UGP202000254-4",46,9,"1","5","1_5","OT1RWE22","A","Regular",40.9259259259259,"46","9","Candidate","UGP202000254-4",NA
"UGP202000158-19",46,10,"1","5","1_5","OT1RWE22","B","Regular",22.037037037037,"46","10","Candidate","UGP202000158-19",NA
"UGP202000201-2",46,11,"2","5","2_5","OT1RWE22","B","Regular",25.5555555555556,"46","11","Candidate","UGP202000201-2",NA
"UGP202000001-4",46,12,"2","5","2_5","OT1RWE22","A","Regular",NA,"46","12","Candidate","UGP202000001-4",NA
"Silk_Omuyaka",46,13,"2","5","2_5","OT1RWE22","C","Check",38.5925925925926,"46","13","Check",NA,"Silk_Omuyaka"
"UGP202000068-8",46,14,"2","5","2_5","OT1RWE22","A","Regular",12.8888888888889,"46","14","Candidate","UGP202000068-8",NA
"UGP202000147-15",46,15,"2","5","2_5","OT1RWE22","B","Regular",19.0740740740741,"46","15","Candidate","UGP202000147-15",NA
"UGP202000102-9",46,16,"2","5","2_5","OT1RWE22","A","Regular",7.14814814814815,"46","16","Candidate","UGP202000102-9",NA
"UGP202000188-5",46,17,"2","5","2_5","OT1RWE22","B","Regular",11,"46","17","Candidate","UGP202000188-5",NA
"UGP202000225-17",46,18,"2","5","2_5","OT1RWE22","B","Regular",29.6296296296296,"46","18","Candidate","UGP202000225-17",NA
"UGP202000082-5",46,19,"2","5","2_5","OT1RWE22","A","Regular",25.2592592592593,"46","19","Candidate","UGP202000082-5",NA
"Mayai",46,20,"2","5","2_5","OT1RWE22","A","Parent",65.5555555555556,"46","20","Candidate","Mayai",NA
"UGP202000240-1",46,21,"3","5","3_5","OT1RWE22","B","Regular",NA,"46","21","Candidate","UGP202000240-1",NA
"UGP202000151-13",46,22,"3","5","3_5","OT1RWE22","B","Regular",33.8888888888889,"46","22","Candidate","UGP202000151-13",NA
"UGP202000263-17",46,23,"3","5","3_5","OT1RWE22","A","Regular",8.74074074074074,"46","23","Candidate","UGP202000263-17",NA
"UGP202000250-13",46,24,"3","5","3_5","OT1RWE22","B","Regular",26.2222222222222,"46","24","Candidate","UGP202000250-13",NA
"UGP202000173-1",46,25,"3","5","3_5","OT1RWE22","B","Regular",36.4444444444444,"46","25","Candidate","UGP202000173-1",NA
"UGP202000042-10",46,26,"3","5","3_5","OT1RWE22","A","Regular",NA,"46","26","Candidate","UGP202000042-10",NA
"MPG1128",46,27,"3","5","3_5","OT1RWE22","A","Parent",31.7037037037037,"46","27","Candidate","MPG1128",NA
"UGP202000176-7",46,28,"3","5","3_5","OT1RWE22","B","Regular",3.44444444444444,"46","28","Candidate","UGP202000176-7",NA
"UGP202000003-17",46,29,"3","5","3_5","OT1RWE22","A","Regular",1.11111111111111,"46","29","Candidate","UGP202000003-17",NA
"KMI61",46,30,"3","5","3_5","OT1RWE22","A","Parent",36.2962962962963,"46","30","Candidate","KMI61",NA
"UGP202000034-4",47,1,"1","5","1_5","OT1RWE22","A","Regular",20.7407407407407,"47","1","Candidate","UGP202000034-4",NA
"MPG1128",47,2,"1","5","1_5","OT1RWE22","A","Parent",26.8518518518519,"47","2","Candidate","MPG1128",NA
"UGP202000224-5",47,3,"1","5","1_5","OT1RWE22","B","Regular",43,"47","3","Candidate","UGP202000224-5",NA
"UGP202000043-18",47,4,"1","5","1_5","OT1RWE22","A","Regular",40.1851851851852,"47","4","Candidate","UGP202000043-18",NA
"UGP202000230-5",47,5,"1","5","1_5","OT1RWE22","B","Regular",12.1111111111111,"47","5","Candidate","UGP202000230-5",NA
"UGP202000021-18",47,6,"1","5","1_5","OT1RWE22","A","Regular",15.2592592592593,"47","6","Candidate","UGP202000021-18",NA
"UGP202000214-3",47,7,"1","5","1_5","OT1RWE22","B","Regular",5.37037037037037,"47","7","Candidate","UGP202000214-3",NA
"UGP202000007-23",47,8,"1","5","1_5","OT1RWE22","A","Regular",35.4814814814815,"47","8","Candidate","UGP202000007-23",NA
"Tanzania",47,9,"1","5","1_5","OT1RWE22","C","Check",41.9259259259259,"47","9","Check",NA,"Tanzania"
"UGP202000099-6",47,10,"1","5","1_5","OT1RWE22","A","Regular",12.2222222222222,"47","10","Candidate","UGP202000099-6",NA
"UGP202000277-12",47,11,"2","5","2_5","OT1RWE22","B","Regular",21.4074074074074,"47","11","Candidate","UGP202000277-12",NA
"UGP202000190-20",47,12,"2","5","2_5","OT1RWE22","B","Regular",NA,"47","12","Candidate","UGP202000190-20",NA
"ARA209",47,13,"2","5","2_5","OT1RWE22","B","Parent",46.2962962962963,"47","13","Candidate","ARA209",NA
"UGP202000090-15",47,14,"2","5","2_5","OT1RWE22","A","Regular",43.962962962963,"47","14","Candidate","UGP202000090-15",NA
"UGP202000157-15",47,15,"2","5","2_5","OT1RWE22","B","Regular",3.14814814814815,"47","15","Candidate","UGP202000157-15",NA
"UGP202000046-3",47,16,"2","5","2_5","OT1RWE22","A","Regular",21.037037037037,"47","16","Candidate","UGP202000046-3",NA
"UGP202000159-13",47,17,"2","5","2_5","OT1RWE22","B","Regular",22.3333333333333,"47","17","Candidate","UGP202000159-13",NA
"UGP202000070-18",47,18,"2","5","2_5","OT1RWE22","A","Regular",6.62962962962963,"47","18","Candidate","UGP202000070-18",NA
"CIP199062.1",47,19,"2","5","2_5","OT1RWE22","B","Parent",20,"47","19","Candidate","CIP199062.1",NA
"UGP202000066-6",47,20,"2","5","2_5","OT1RWE22","A","Regular",23.8518518518519,"47","20","Candidate","UGP202000066-6",NA
"KBL648",47,21,"3","5","3_5","OT1RWE22","A","Parent",44.8148148148148,"47","21","Candidate","KBL648",NA
"UGP202000168-12",47,22,"3","5","3_5","OT1RWE22","B","Regular",9.25925925925926,"47","22","Candidate","UGP202000168-12",NA
"UGP202000226-5",47,23,"3","5","3_5","OT1RWE22","B","Regular",20.7407407407407,"47","23","Candidate","UGP202000226-5",NA
"UGP202000016-14",47,24,"3","5","3_5","OT1RWE22","A","Regular",51.2962962962963,"47","24","Candidate","UGP202000016-14",NA
"NASPOT_11",47,25,"3","5","3_5","OT1RWE22","B","Parent",15.1111111111111,"47","25","Candidate","NASPOT_11",NA
"UGP202000036-19",47,26,"3","5","3_5","OT1RWE22","A","Regular",52.5925925925926,"47","26","Candidate","UGP202000036-19",NA
"UGP202000149-12",47,27,"3","5","3_5","OT1RWE22","B","Regular",25.1851851851852,"47","27","Candidate","UGP202000149-12",NA
"UGP202000232-3",47,28,"3","5","3_5","OT1RWE22","B","Regular",23.3333333333333,"47","28","Candidate","UGP202000232-3",NA
"UGP202000145-16",47,29,"3","5","3_5","OT1RWE22","B","Regular",21.1851851851852,"47","29","Candidate","UGP202000145-16",NA
"LUW1257",47,30,"3","5","3_5","OT1RWE22","B","Parent",32.5925925925926,"47","30","Candidate","LUW1257",NA
"UGP202000119-9",48,1,"1","5","1_5","OT1RWE22","A","Regular",NA,"48","1","Candidate","UGP202000119-9",NA
"UGP202000026-14",48,2,"1","5","1_5","OT1RWE22","A","Regular",15.6666666666667,"48","2","Candidate","UGP202000026-14",NA
"Ejumula",48,3,"1","5","1_5","OT1RWE22","A","Parent",49.2592592592593,"48","3","Candidate","Ejumula",NA
"UGP202000157-4",48,4,"1","5","1_5","OT1RWE22","B","Regular",38.8888888888889,"48","4","Candidate","UGP202000157-4",NA
"UGP202000268-18",48,5,"1","5","1_5","OT1RWE22","B","Regular",NA,"48","5","Candidate","UGP202000268-18",NA
"RAK808",48,6,"1","5","1_5","OT1RWE22","C","Check",NA,"48","6","Check",NA,"RAK808"
"CIP199062.1",48,7,"1","5","1_5","OT1RWE22","B","Parent",7.48148148148148,"48","7","Candidate","CIP199062.1",NA
"UGP202000245-12",48,8,"1","5","1_5","OT1RWE22","B","Regular",6.48148148148148,"48","8","Candidate","UGP202000245-12",NA
"UGP202000156-11",48,9,"1","5","1_5","OT1RWE22","B","Regular",24.5185185185185,"48","9","Candidate","UGP202000156-11",NA
"UGP202000068-6",48,10,"1","5","1_5","OT1RWE22","A","Regular",7.22222222222222,"48","10","Candidate","UGP202000068-6",NA
"UGP202000080-16",48,11,"2","5","2_5","OT1RWE22","A","Regular",27,"48","11","Candidate","UGP202000080-16",NA
"KBL648",48,12,"2","5","2_5","OT1RWE22","A","Parent",34.8148148148148,"48","12","Candidate","KBL648",NA
"UGP202000160-10",48,13,"2","5","2_5","OT1RWE22","B","Regular",25.2222222222222,"48","13","Candidate","UGP202000160-10",NA
"UGP202000020-5",48,14,"2","5","2_5","OT1RWE22","A","Regular",46.5925925925926,"48","14","Candidate","UGP202000020-5",NA
"SRT43",48,15,"2","5","2_5","OT1RWE22","B","Parent",18.6296296296296,"48","15","Candidate","SRT43",NA
"UGP202000245-9",48,16,"2","5","2_5","OT1RWE22","B","Regular",14.4814814814815,"48","16","Candidate","UGP202000245-9",NA
"UGP202000141-3",48,17,"2","5","2_5","OT1RWE22","B","Regular",11.1111111111111,"48","17","Candidate","UGP202000141-3",NA
"New_Kawogo",48,18,"2","5","2_5","OT1RWE22","C","Check",30.7407407407407,"48","18","Check",NA,"New_Kawogo"
"UGP202000036-8",48,19,"2","5","2_5","OT1RWE22","A","Regular",34.8518518518518,"48","19","Candidate","UGP202000036-8",NA
"UGP202000137-16",48,20,"2","5","2_5","OT1RWE22","B","Regular",8.62962962962963,"48","20","Candidate","UGP202000137-16",NA
"UGP202000034-18",48,21,"3","5","3_5","OT1RWE22","A","Regular",22.2962962962963,"48","21","Candidate","UGP202000034-18",NA
"UGP202000190-15",48,22,"3","5","3_5","OT1RWE22","B","Regular",NA,"48","22","Candidate","UGP202000190-15",NA
"UGP202000172-21",48,23,"3","5","3_5","OT1RWE22","B","Regular",10.5555555555556,"48","23","Candidate","UGP202000172-21",NA
"UGP202000055-10",48,24,"3","5","3_5","OT1RWE22","A","Regular",42.7777777777778,"48","24","Candidate","UGP202000055-10",NA
"UGP202000147-3",48,25,"3","5","3_5","OT1RWE22","B","Regular",12.1111111111111,"48","25","Candidate","UGP202000147-3",NA
"UGP202000192-20",48,26,"3","5","3_5","OT1RWE22","B","Regular",25.9259259259259,"48","26","Candidate","UGP202000192-20",NA
"UGP202000233-12",48,27,"3","5","3_5","OT1RWE22","B","Regular",25.5555555555556,"48","27","Candidate","UGP202000233-12",NA
"MLE199",48,28,"3","5","3_5","OT1RWE22","B","Parent",32.037037037037,"48","28","Candidate","MLE199",NA
"UGP202000183-15",48,29,"3","5","3_5","OT1RWE22","B","Regular",4.44444444444444,"48","29","Candidate","UGP202000183-15",NA
"Carrot_C",48,30,"3","5","3_5","OT1RWE22","A","Parent",15.1481481481481,"48","30","Candidate","Carrot_C",NA
"UGP202000064-7",49,1,"1","5","1_5","OT1RWE22","A","Regular",14.6296296296296,"49","1","Candidate","UGP202000064-7",NA
"UGP202000180-10",49,2,"1","5","1_5","OT1RWE22","B","Regular",20.4814814814815,"49","2","Candidate","UGP202000180-10",NA
"UGP202000139-12",49,3,"1","5","1_5","OT1RWE22","B","Regular",17,"49","3","Candidate","UGP202000139-12",NA
"Carrot_C",49,4,"1","5","1_5","OT1RWE22","A","Parent",17,"49","4","Candidate","Carrot_C",NA
"UGP202000250-9",49,5,"1","5","1_5","OT1RWE22","B","Regular",52.8148148148148,"49","5","Candidate","UGP202000250-9",NA
